activite_association,id,nom_beneficiaire,Nature subv.,objet,"N°
DCM",annee_vote,montant,"Conv°
Lettre engagement",siret, Nature , Modalités de paiement ,Technique & Recherche,Architecture & urbanisme,Social,Education & formation,Culture & Arts,Humanitaire,Communication & média,Environnement & écologie,Aides aux associations,Sport,Santé,Relations internationales,Idée & opinion,Loisirs,Déplacements et transports,Tourisme,Mémoire,Défense des droits et des intérêts,Economie,Emploi,Précarité & Exclusion,Vie et animation locale
Culture & Arts,2003.0,COMPAGNIE AUGUSTE SINGE CA2003!,Fonctionnement,,V2018-508,19/12/2018,1500,En attente réception,51960173600043.0,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Culture & Arts,2009.0,CORALEN CA2009!,Fonctionnement,,V2018-508,19/12/2018,500,En attente réception,47956803200029.0,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aides aux associations,2013.0,LA PENA DEI CLAPAS CA2013!,Fonctionnement,,V2018-483,19/12/2018,2500,En attente réception,75350416600012.0,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Culture & Arts,2037.0,ANIMA CA2037!,Projet,"""10 MOI""",V2018-508,19/12/2018,500,En attente réception,50990207800039.0,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sport/Sport,2055.0,AIKIDO MONTPELLIER CA2055!,Fonctionnement,,V2018-488,19/12/2018,500,En attente réception,43144025400016.0,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Culture & Arts,2057.0,ARS MUSICA MONTPELLIER CA2057!,Fonctionnement,,V2018-508,19/12/2018,2000,En attente réception,35190067500049.0,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sport/Sport,2066.0,FETE LE MUR MONTPELLIER CA2066!,Fonctionnement,,V2018-488,19/12/2018,3700,En attente réception,51986361700014.0,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Culture & Arts,2081.0,CLAP'ARTS CA2081!,Projet,ACCROCH'COEUR,V2018-508,19/12/2018,1500,En attente réception,81981803000010.0,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Social/Défense des droits et des intérêts,2099.0,ASSOCIATION SOCIOCULTURELLE BILINGUE FREDERIC PEYSON CA2099!,Fonctionnement,,V2018-495,19/12/2018,2000,En attente réception,52798313400026.0,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Social/Social,2110.0,A COEUR OUVERT CA2110!,Fonctionnement,,V2018-493,19/12/2018,6500,En attente réception,50049348100013.0,Aide financière,70% à réception de la convention signée du Président et du RIB / 30% à réception des pièces complémentaires mentionnées dans la convention,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Culture & Arts,2113.0,ATELIER DE RECHERCHE THEATRALE - ART CIE CA2113!,Fonctionnement,,V2018-508,19/12/2018,7000,En attente réception,35050796800047.0,Aide financière,70% à réception de la convention signée du Président et du RIB / 30% à réception des pièces complémentaires mentionnées dans la convention,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Culture & Arts,2119.0,CENTRE LACORDAIRE CA2119!,Fonctionnement,,V2018-508,19/12/2018,9000,En attente réception,43983328600016.0,Aide financière,70% à réception de la convention signée du Président et du RIB / 30% à réception des pièces complémentaires mentionnées dans la convention,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Culture & Arts,2137.0,CHORALE COR CANTO  CA2137!,Fonctionnement,,V2018-508,19/12/2018,500,En attente réception,41009070800034.0,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sport/Sport,2139.0,ASPTT MONTPELLIER CA2139!,Fonctionnement,,V2018-488,19/12/2018,62500,En attente réception,30836568300033.0,Aide financière,70% à réception de la convention signée du Président et du RIB / 30% à réception des pièces complémentaires mentionnées dans la convention,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Sport,2139.0,ASPTT MONTPELLIER CA2139!,Projet,PARTENARIAT SPORT,V2018-488,19/12/2018,1900,En attente réception,30836568300033.0,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Sport,2139.0,ASPTT MONTPELLIER CA2139!,Projet,PARTENARIAT SPORT,V2018-488,19/12/2018,4000,En attente réception,30836568300033.0,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Sport,2139.0,ASPTT MONTPELLIER CA2139!,Projet,PARTENARIAT SPORT,V2018-488,19/12/2018,1500,En attente réception,30836568300033.0,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Sport,2139.0,ASPTT MONTPELLIER CA2139!,Projet,PARTENARIAT SPORT,V2018-488,19/12/2018,2000,En attente réception,30836568300033.0,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Sport/Sport,2140.0,MONTPELLIER CHAMBERTE HANDBALL MCHB CA2140!,Fonctionnement,,V2018-488,19/12/2018,1000,En attente réception,44759862400024.0,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Sport,2140.0,MONTPELLIER CHAMBERTE HANDBALL MCHB CA2140!,Projet,ANIMATION DE STAGES DÉCOUVERTE DE LA PRATIQUE DU HANDBALL ,V2018-488,19/12/2018,2000,En attente réception,44759862400024.0,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Social/Défense des droits et des intérêts,2144.0,CLUB SERVICES LOISIRS CA2144!,Projet,STATUES / AIRES MOBILES,V2018-495,19/12/2018,700,En attente réception,49183033700029.0,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Sport/Sport,2184.0,IAIDO CLUB MONTPELLIER CA2184!,Fonctionnement,,V2018-488,19/12/2018,450,En attente réception,75288314000010.0,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Culture & Arts,2242.0,L'OISEAU LYRE CA2242!,Fonctionnement,,V2018-508,19/12/2018,900,En attente réception,52763382000024.0,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Culture & Arts,2242.0,L'OISEAU LYRE CA2242!,Projet,CONTES À L'HÔPITAL,V2018-508,19/12/2018,500,En attente réception,52763382000024.0,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sport/Sport,2260.0,MONTPELLIER CLUB HANDISPORT CA2260!,Fonctionnement,,V2018-488,19/12/2018,15000,En attente réception,32350414200023.0,Aide financière,70% à réception de la convention signée du Président et du RIB / 30% à réception des pièces complémentaires mentionnées dans la convention,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Culture & Arts,2265.0,ASSOCIATION CULTURELLE DES BERBERES DE KABYLIE ACBK CA2265!,Fonctionnement,,V2018-508,19/12/2018,5000,En attente réception,41798604900027.0,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Culture & Arts,2265.0,ASSOCIATION CULTURELLE DES BERBERES DE KABYLIE ACBK CA2265!,Projet,CD,V2018-508,19/12/2018,2500,En attente réception,41798604900027.0,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Culture & Arts,2265.0,ASSOCIATION CULTURELLE DES BERBERES DE KABYLIE ACBK CA2265!,Projet,LIVRE : BERBÈRE QUI ES TU,V2018-508,19/12/2018,2500,En attente réception,41798604900027.0,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sport,2274.0,MONTPELLIER MONOCYCLE CA2274!,Projet,"STAGES MONTPELLIER SPORT ""MONOCYCLE"" ET FÊTE DES SPORTS.",V2018-488,19/12/2018,2000,En attente réception,54008864800014.0,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Culture & Arts,2291.0,COMPAGNIE MELI MELODIE CA2291!,Projet,DES YEUX POUR TE REGARDER,V2018-508,19/12/2018,800,En attente réception,53457217700044.0,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aides aux associations,2305.0,MOZAIK OUTRE MER CA2305!,Fonctionnement,,V2018-483,19/12/2018,500,En attente réception,75110976000023.0,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Sport/Sport,2312.0,MUC GYMNASTIQUE CA2312!,Fonctionnement,,V2018-488,19/12/2018,2200,En attente réception,40943252300010.0,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Sport/Sport,2320.0,RIMBAUD PETANQUE CA2320!,Fonctionnement,,V2018-488,19/12/2018,1700,En attente réception,40100194600011.0,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Culture & Arts,2432.0,ALLONS'Z'ENFANTS - CIE DIDIER THERON CA2432!,Fonctionnement,,V2018-508,19/12/2018,18000,En attente réception,34304244600025.0,Aide financière,70% à réception de la convention signée du Président et du RIB / 30% à réception des pièces complémentaires mentionnées dans la convention,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sport/Sport,2470.0,CROIX D'ARGENT PETANQUE CA2470!,Fonctionnement,,V2018-488,19/12/2018,400,En attente réception,75110747500012.0,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Sport/Sport,2502.0,SPORT TAMBOURIN CLUB DE MONTPELLIER CA2502!,Fonctionnement,,V2018-488,19/12/2018,500,En attente réception,50160205600019.0,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Sport,2502.0,SPORT TAMBOURIN CLUB DE MONTPELLIER CA2502!,Projet,STAGE MONTPELLIER SPORT,V2018-488,19/12/2018,1000,En attente réception,50160205600019.0,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Sport/Sport,2583.0,BASKET LATTES MONTPELLIER MEDITERRANEE METROPOLE ASSOCIATION BLMA CA2583!,Fonctionnement,,V2018-488,19/12/2018,7800,En attente réception,44217295300030.0,Aide financière,70% à réception de la convention signée du Président et du RIB / 30% à réception des pièces complémentaires mentionnées dans la convention,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Sport/Sport,2608.0,RACING-CLUB LEMASSON MONTPELLIER CA2608!,Fonctionnement,,V2018-488,19/12/2018,10000,En attente réception,43459189700013.0,Aide financière,70% à réception de la convention signée du Président et du RIB / 30% à réception des pièces complémentaires mentionnées dans la convention,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Sport/Sport,2608.0,RACING-CLUB LEMASSON MONTPELLIER CA2608!,Projet,LOU CLAPAS CUP ,V2018-488,19/12/2018,3500,En attente réception,43459189700013.0,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Sport,2608.0,RACING-CLUB LEMASSON MONTPELLIER CA2608!,Projet,TEST TECHNIQUES,V2018-488,19/12/2018,2500,En attente réception,43459189700013.0,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Sport/Sport,2639.0,ASSO PRESIDENTS PETANQUE SECTEUR MONTPELLIER VILLE CA2639!,Fonctionnement,,V2018-488,19/12/2018,3700,En attente réception,79105551000014.0,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Aides aux associations,2698.0,AMICALE FRANCAIS D'OUTRE-MER ET LEURS AMIS CA2698!,Fonctionnement,,V2018-483,19/12/2018,1200,En attente réception,46878884000022.0,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Aides aux associations,2706.0,AMICALE DES LOCATAIRES DU PAS-DU-LOUP CA2706!,Fonctionnement,,V2018-483,19/12/2018,400,En attente réception,75337143400014.0,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Sport/Sport,2722.0,PETANQUE CLUB MONTPELLIER CELLENEUVE CA2722!,Projet,CHALLENGE RÉGIONAL SOUVENIR FERNAND MARAVAL DIT PADIN,V2018-488,19/12/2018,2500,En attente réception,78923299800011.0,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Culture & Arts,2732.0,CERCLE ALGERIANISTE DE MONTPELLIER CA2732!,Fonctionnement,,V2018-508,19/12/2018,500,En attente réception,78901556700017.0,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Education & formation,2737.0,SWING GUM ENFANCE CA2737!,Projet,"""PETITS HÉROS""",V2018-486,19/12/2018,10800,En attente réception,48189362600012.0,Aide financière,70% à réception de la convention signée du Président et du RIB / 30% à réception des pièces complémentaires mentionnées dans la convention,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Culture & Arts,2747.0,ICONOSCOPE CA2747!,Fonctionnement,,V2018-508,19/12/2018,7000,En attente réception,41356547400025.0,Aide financière,70% à réception de la convention signée du Président et du RIB / 30% à réception des pièces complémentaires mentionnées dans la convention,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aides aux associations,2796.0,COMITE DE QUARTIER PASQUIER - DON BOSCO PDB CA2796!,Fonctionnement,,V2018-483,19/12/2018,500,En attente réception,75156815500012.0,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Aides aux associations,2796.0,COMITE DE QUARTIER PASQUIER - DON BOSCO PDB CA2796!,Projet,CONCERT DU NOUVEL AN ,V2018-483,19/12/2018,350,En attente réception,75156815500012.0,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Aides aux associations,2796.0,COMITE DE QUARTIER PASQUIER - DON BOSCO PDB CA2796!,Projet,BAL DE LA ST JEAN ,V2018-483,19/12/2018,350,En attente réception,75156815500012.0,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Humanitaire,2815.0,AMIS DE DALAT SUR LES TRACES DE YERSIN - ADALY CA2815!,Projet,FRANCOPHONIE ,V2018-513,19/12/2018,300,En attente réception,42952409300011.0,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sport,2831.0,AEROCLUB DE L'HERAULT LANGUEDOC ROUSSILLON CA2831!,Projet,DECOUVERTE DE LA 3* DIMENSION,V2018-488,19/12/2018,3000,En attente réception,77601592700010.0,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Social/Social,2835.0,SOLIDARITE DOM TOM HERAULT,Fonctionnement,,V2018-493 ,19/12/2018,2500,En attente réception,39401218100035.0,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Culture & Arts,2857.0,SINGULIER PLURIEL CA2857!,Projet,L'HISTOIRE DU SOLDAT,V2018-508,19/12/2018,1200,En attente réception,48008959800035.0,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Culture & Arts,2857.0,SINGULIER PLURIEL CA2857!,Projet,"""MUJERES LIBRES""",V2018-508,19/12/2018,1200,En attente réception,48008959800035.0,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Culture & Arts,2866.0,COMITE DES OEUVRES SOCIALES ET CULTURELLES PERSONNEL MUNICIPAL / COSC CA2866!,Fonctionnement,,V2018-517,19/12/2018,722000,Reçue,52285345600013.0,Aide financière,70% à réception de la convention signée du Président et du RIB / 30% à réception des pièces complémentaires mentionnées dans la convention,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Santé,2874.0,REDUIRE LES RISQUES CA2874!,Fonctionnement,,V2018-510,19/12/2018,3800,En attente réception,39998849200043.0,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Sport/Sport,2953.0,MUC AIKIDO CA2953!,Fonctionnement,,V2018-488,19/12/2018,450,En attente réception,44841853300015.0,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Sport,2954.0,SCALATA-NATURE CA2954!,Projet,ACTIVITÉ FAMILLE ESCALADE ET VIA FERRATA/ PRINTEMPS 2019,V2018-488,19/12/2018,2500,En attente réception,39775171000039.0,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Aides aux associations,2957.0,LA BARONNIE DE CARAVETES ET LES AMIS DE LA BARONNIE CA2957!,Fonctionnement,,V2018-483,19/12/2018,2000,En attente réception,53496557900012.0,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Humanitaire,2984.0,COUP DE SOLEIL LANGUEDOC-ROUSSILLON ASSOCIATION CULTURELLE FRANCE MAGHREB CA2984!,Projet,CUISINE MEDITERANNÉENNES ET ARTS,V2018-513,19/12/2018,300,En attente réception,49394487000010.0,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Culture & Arts,3022.0,REVUE SOUFFLES / LES ECRIVAINS MEDITERRANEENS CA3022!,Fonctionnement,,V2018-508,19/12/2018,500,En attente réception,37856467800027.0,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Culture & Arts,3064.0,LACHE LES MOTS CA3064!,Fonctionnement,,V2018-508,19/12/2018,900,En attente réception,47801880700071.0,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Culture & Arts,3073.0,LES FOURMIS ROUSSES CA3073!,Fonctionnement,,V2018-508,19/12/2018,1500,En attente réception,47999244800023.0,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sport/Sport,3081.0,BLEU VERTIGE CA3081!,Fonctionnement,,V2018-488,19/12/2018,3300,En attente réception,40235409600057.0,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Sport,3081.0,BLEU VERTIGE CA3081!,Projet,DÉCOUVERTE DE L ESCALADE,V2018-488,19/12/2018,2500,En attente réception,40235409600057.0,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Social/Social,3090.0,INITIATIVE SOLIDARITE SITUATIONS URGENCE SOCIALE - ISSUE CA3090!,Fonctionnement,,V2018-493,19/12/2018,13000,En attente réception,39334525100036.0,Aide financière,70% à réception de la convention signée du Président et du RIB / 30% à réception des pièces complémentaires mentionnées dans la convention,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Culture & Arts,3104.0,ETRE EN SCENE CA3104!,Fonctionnement,,V2018-508,19/12/2018,6500,En attente réception,40054197500043.0,Aide financière,70% à réception de la convention signée du Président et du RIB / 30% à réception des pièces complémentaires mentionnées dans la convention,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Education & formation,3112.0,CAISSE DES ECOLES DE LA VILLE DE MONTPELLIER CA3112!,Projet,PROGRAMME DE RÉUSSITE ÉDUCATIVE,V2018-517,19/12/2018,197300,Reçue,26340035000025.0,Aide financière,70% à réception de la convention signée du Président et du RIB / 30% à réception des pièces complémentaires mentionnées dans la convention,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Santé,3138.0,SOS HEPATITES CA3138!,Projet,UNE SEMAINE CONTRE LES HÉPATITES EDITION 2019,V2018-510,19/12/2018,1500,En attente réception,41391702200050.0,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Culture & Arts,3140.0,A CONTRE POIL DU SENS CA3140!,Fonctionnement,,V2018-508,19/12/2018,3200,En attente réception,47923444500027.0,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Culture & Arts,3156.0,PRIMESAUTIER THEATRE CA3156!,Fonctionnement,.,V2018-508,19/12/2018,2000,En attente réception,45085944200052.0,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sport,3160.0,"ASSOCIATION DES QUARTIERS DES MARELS II, PERGOLA, AIGUELONGUE CA3160!",Projet,SPORTS,V2018-488,19/12/2018,1700,En attente réception,50772508300012.0,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Aides aux associations,3160.0,"ASSOCIATION DES QUARTIERS DES MARELS II, PERGOLA, AIGUELONGUE CA3160!",Fonctionnement,,V2018-483,19/12/2018,500,En attente réception,50772508300012.0,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Culture & Arts,3252.0,ASSOCIATION ACHLES CA3252!,Fonctionnement,,V2018-508,19/12/2018,3800,En attente réception,47938585800044.0,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Social/Social,3254.0,SANTE ET SOLIDARITE CA3254!,Fonctionnement,,V2018-495,19/12/2018,1500,En attente réception,48517397500015.0,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Culture & Arts,3283.0,COMPAGNIE LES TETES DE BOIS CA3283!,Fonctionnement,,V2018-508,19/12/2018,4000,En attente réception,47756528700034.0,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Culture & Arts,3283.0,COMPAGNIE LES TETES DE BOIS CA3283!,Projet,LA VISITE DE LA VIEILLE,V2018-508,19/12/2018,3000,En attente réception,47756528700034.0,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Culture & Arts,3311.0,CIA INESPERADA CA3311!,Fonctionnement,,V2018-508,19/12/2018,2800,En attente réception,43347767600046.0,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Culture & Arts,3314.0,BLABLA PRODUCTION CA3314!,Fonctionnement,,V2018-508,19/12/2018,2000,En attente réception,48189298200036.0,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
